facility_name,facility_code,facility_type,facility_ownership,latitude,longitude,admin1,status
Low Cost Health Clinic,NA,Primary,Public,13.024766,8.308871,Katsina,NA
Hamdala Clinic,NA,Primary,Private,12.97554092,7.62678527,Katsina,NA
Uncommissioned Health Center,NA,Primary,Private,12.6439749515,7.79981031185,Katsina,NA
Tsamchini Health Clinic,NA,Primary,Public,12.7010504268,8.0576907043,Katsina,NA
Allah Madogara Clinic,NA,Primary,Private,11.8094666664,7.64221564218,Katsina,NA
Salihawa Health Clinic,NA,Primary,Public,12.00055907,7.60703265135,Katsina,NA
Doctors Clinic,NA,Primary,Private,12.44348799,7.48824521,Katsina,NA
Allay Hospital,NA,Primary,Unknown,6.722113333,3.390435,Ogun,NA
Bargaja Health Post,NA,Primary,Public,12.76431604,7.21303017,Katsina,NA
Asibitin Batagarawa,NA,Primary,Public,12.9015578837,7.60927498957,Katsina,NA
Adobe Clinic,NA,Primary,Private,6.665905,8.804343333,Cross River,NA
Hamis Health Post,NA,Primary,Public,13.00819,8.11084548626,Katsina,NA
Bagagadi Health Care Centre,NA,Primary,Public,12.4728800797,7.62712091379,Katsina,NA
Layo Clinic and Maternity Home,NA,Primary,Unknown,6.802307129,3.420471192,Ogun,NA
Farin Dutis Health Clinic,NA,Primary,Public,12.6213980622,7.44818955927,Katsina,NA
Bugaje Maternity and  Child Health Clinic,NA,Primary,Public,12.98864,7.48824,Katsina,NA
Dengi Private Primary Health Centre,NA,Primary,Private,9.370483398,9.965087891,Plateau,NA
Chidawa Health Post,NA,Primary,Public,12.9859632429,8.10222977557,Katsina,NA
Gyranta Health Post,NA,Primary,Public,13.1146447856,8.10391207391,Katsina,NA
Nasarawa Health Clinic,NA,Primary,Public,11.52378,7.29979,Katsina,NA
Unguwar Kanawa Health Post,NA,Primary,Public,12.4436772575,7.42940198146,Katsina,NA
Tsaskiya Primary Health Care,NA,Primary,Public,12.545898437,7.345275879,Katsina,NA
Unguwan Dogo Primary Health Clinic,NA,Primary,Public,11.609924316,7.402709961,Katsina,NA
Unguwar A Yau Health Center,NA,Primary,Unknown,11.6531910057,7.55448074809,Katsina,NA
Government Girls Arabic Sec Sch Kabomo Clinic,NA,Primary,Public,11.5786600004,7.44376999989,Katsina,NA
Galadimawa Health Clinic,NA,Primary,Public,12.735422801,8.6740939626,Katsina,NA
Karare Health Post,NA,Primary,Public,12.8243722512,7.68283796499,Katsina,NA
U Dogo Health Post,NA,Primary,Public,11.6460137085,7.68403708975,Katsina,NA
Barmo Health Center,NA,Primary,Public,11.3438817156,7.69309333914,Katsina,NA
Dambuna Health Center,NA,Primary,Public,12.6528174358,7.7323277758,Katsina,NA
Kwangwama Health Clinic,NA,Primary,Public,12.9594688471,8.13224012634,Katsina,NA
Binga Health Center,NA,Primary,Public,12.9275497209,8.23461766823,Katsina,NA
Agayawa Health Post,NA,Primary,Public,12.7563039817,8.08969800169,Katsina,NA
Mazare Health Clinic,NA,Primary,Public,11.2674888585,7.16365813278,Katsina,NA
Katare Comprehensive Health Center,NA,Primary,Public,11.910425361,7.62392787,Katsina,NA
Barangizo Health Clinic,NA,Primary,Public,12.4147382428,7.72488867062,Katsina,NA
Malan Kai Mosque Health Post,NA,Primary,Unknown,12.1404369342,7.55624971245,Katsina,NA
Dan Maigauta Health Clinic,NA,Primary,Unknown,11.3759779777,7.67651839676,Katsina,NA
Rugar Idi Health Post,NA,Primary,Unknown,12.7250905054,7.93256243782,Katsina,NA
Kukoki Health Clinic,NA,Primary,Public,13.1711425481,7.78293369693,Katsina,NA
Allah Bamu Lafiya Clinic,NA,Primary,Public,12.99176,7.65689,Katsina,NA
Farfaru Health Clinic,NA,Primary,Public,13.0885023406,7.21878187952,Katsina,NA
Gurbin Magarya Health Clinic,NA,Primary,Public,13.1041808669,7.249687101,Katsina,NA
Koda Primary Health Center,NA,Primary,Public,12.6596957657,7.73201560589,Katsina,NA
Dan Aunai Maternity and  Child Health Clinic,NA,Primary,Public,12.9654656621,7.64074055689,Katsina,NA
Jambage Health Clinic,NA,Primary,Public,13.0325241597,8.31595137007,Katsina,NA
Support Family Clinic,NA,Primary,Public,11.3853190843,7.55357735153,Katsina,NA
Iheoma Maternity,NA,Primary,Unknown,6.09387207,8.06652832,Ebonyi,NA
Furyam Dutse Private Primary Health Centre,NA,Primary,Private,9.571105957,10.07427979,Plateau,NA
Makau Maternity and  Child Health Clinic,NA,Primary,Public,12.7696849029,7.9105688424,Katsina,NA
Umcn Rural Health Care Development Centre,NA,Primary,Public,8.85439,11.19711667,Taraba,NA
Taiki Health Clinic,NA,Primary,Public,12.8202437302,8.13192785618,Katsina,NA
Aniyawa Health Post,NA,Primary,Public,12.7953272024,7.90037749781,Katsina,NA
Tiki Health Center,NA,Primary,Public,12.6350692912,7.7527800792,Katsina,NA
Tsabu Health Center,NA,Primary,Public,13.031652675,8.17255548434,Katsina,NA
Kwalkodau Health Clinic,NA,Primary,Public,12.8482815685,7.85001951803,Katsina,NA
Balare Maternity and  Child Health Clinic,NA,Primary,Public,12.9642012045,7.64670205019,Katsina,NA
Kuki Primary Health Center,NA,Primary,Public,12.9775860633,7.61288750305,Katsina,NA
Hui Maternity and  Child Health Clinic,NA,Primary,Public,12.7831740534,8.78692752045,Katsina,NA
Lamba Health Clinic,NA,Primary,Public,12.4045293485,7.72009042855,Katsina,NA
Maibako Primary Health Center,NA,Primary,Public,11.3575292162,7.12505279723,Katsina,NA
Gya Samar Fulani Health Clinic,NA,Primary,Public,11.4402209677,7.24899328249,Katsina,NA
Mudiri Health Clinic,NA,Primary,Public,12.8117172902,8.77958118467,Katsina,NA
Mai Kiliya Health Post,NA,Primary,Public,12.8438229304,8.77934869599,Katsina,NA
Mai Makwami Health Clinic,NA,Primary,Public,12.8461242723,8.64214739933,Katsina,NA
Yashe Health Clinic,NA,Primary,Public,12.328603582,7.86685696904,Katsina,NA
Dawaye Health Center,NA,Primary,Public,12.8469441499,8.72984574298,Katsina,NA
Gunaswa Health Center,NA,Primary,Public,12.4706664722,7.97797116938,Katsina,NA
Mammando Health Clinic,NA,Primary,Public,12.4131309684,7.40906527985,Katsina,NA
Guma Health Center,NA,Primary,Public,13.176063863,7.88231778539,Katsina,NA
Ebagi Health Clinic,NA,Primary,Public,8.43399469288,6.83259797262,Kogi,NA
Ubutu Primary Health Center,NA,Primary,Public,7.88250697782,7.07900667394,Kogi,NA
Odomebiye Primary Health Center,NA,Primary,Public,7.6129260795,6.9758184255,Kogi,NA
Agbeji Ogane Primary Health Center,NA,Primary,Public,7.45361753108,7.15648201976,Kogi,NA
Ayede Primary Health Clinic,NA,Primary,Public,7.84347554675,7.06466564713,Kogi,NA
Iye Hospital,NA,Primary,Unknown,7.341491699,3.877685547,Oyo,NA
Living Grace Hospital,NA,Primary,Unknown,7.371704101,3.90447998,Oyo,NA
Offere Primary Health Center,NA,Primary,Public,8.19650829103,6.15247957032,Kogi,NA
Ijumu Staff Clinic,NA,Secondary,Public,7.84353,5.95123,Kogi,NA
Ukponu Primary Health Clinic,NA,Primary,Public,7.0013239045,6.71993351845,Kogi,NA
Private Health Centre,NA,Primary,Public,8.12396,6.0799,Kogi,NA
Ugbamaka Primary Health Center,NA,Primary,Public,7.29735866169,7.17747064637,Kogi,NA
Nigeria Police Clinic,NA,Secondary,Unknown,6.6505683,8.79335,Cross River,NA
Etahi Idoji Maternity Clinic,NA,Primary,Private,7.54637253728,6.25224963429,Kogi,NA
Abejukolo Support Programme Family Clinic,NA,Primary,Public,7.86229905925,7.50920435233,Kogi,NA
Ewune Primary Health Center,NA,Primary,Public,7.38422619134,7.31316762905,Kogi,NA
Eniji Ajigbu Primary Health Center,NA,Primary,Public,7.55121330669,6.92845484033,Kogi,NA
Odu Ofomu Primary Health Center,NA,Primary,Public,7.61313185084,7.14456367252,Kogi,NA
Otutulu Primary Health Center,NA,Primary,Public,7.70969841916,7.31903159643,Kogi,NA
Aferiku Primary Health Center,NA,Primary,Unknown,6.629272461,2.759521484,Ogun,NA
Ojamoguche Awoj Primary Health Care,NA,Primary,Public,7.28201052672,7.68583184061,Kogi,NA
Ogbogbo Primary Health Care,NA,Primary,Public,7.59356194987,6.94586475975,Kogi,NA
Basi Health Center,NA,Primary,Unknown,8.60043,5.66901,Kwara,NA
Ibukunoluwa Maternity Home,NA,Primary,Unknown,6.809326172,3.439270019,Ogun,NA
Egboje Primary Health Care,NA,Primary,Public,7.49122605279,7.41427940656,Kogi,NA
Ileteju Support Programme Family Clinic,NA,Primary,Public,7.45966,6.16845,Kogi,NA
Odo Ichala Primary Health Care,NA,Primary,Public,6.66055807461,6.66117120733,Kogi,NA
Hesdil Hospital,NA,Primary,Unknown,6.746316667,3.423428333,Ogun,NA
Gods Graceetnity Clinic and Maternity Home,NA,Primary,Unknown,6.749511719,3.417480468,Ogun,NA
Our Lady Catholic Hospital,NA,Primary,Unknown,7.937316895,2.981689453,Oyo,NA
Daniel Emmer Clinic and Maternity Home,NA,Primary,Unknown,6.772705078,3.419921875,Ogun,NA
Oluwaseyi Maternity Clinic,NA,Primary,Unknown,6.654296875,2.784484864,Ogun,NA
Yosola Hospital and Maternity Home,NA,Primary,Unknown,6.783874512,3.413879394,Ogun,NA
Ope Oluwa Kooko Clinic and Maternity,NA,Primary,Unknown,6.721923828,2.793884277,Ogun,NA
Segla Orthopaedic Service,NA,Primary,Private,6.633300782,2.753479004,Ogun,NA
Iyaniwura Specialist Hospital,NA,Tertiary,Private,6.804870606,3.435119629,Ogun,NA
Chicarol Clinic,NA,Primary,Unknown,6.758117676,3.411682129,Ogun,NA
Mount Olive Mowe Hospital,NA,Primary,Private,6.82097632943,3.44863760642,Ogun,NA
Ahovo Health Center,NA,Primary,Private,6.4829101049,2.87694361508,Ogun,NA
All Saints Hospital,NA,Primary,Private,6.62775,2.74315,Ogun,NA
Modupe Clinic and Maternity Home,NA,Primary,Private,6.73741,3.42419,Ogun,NA
Royal Medical Center,NA,Primary,Private,6.68991,2.99759,Ogun,NA
Grace and Mercy Maternity Centre,NA,Primary,Private,6.821899414,3.450317383,Ogun,NA
Faith Clinic and Maternity,NA,Primary,Private,6.813110352,3.435729981,Ogun,NA
Broadlife Medical Center,NA,Primary,Private,6.786071778,3.417297363,Ogun,NA
Obanigbe Health Center,NA,Primary,Public,6.52857,2.86669,Ogun,NA
Gbadeyanka Medical Center,NA,Primary,Unknown,6.824890137,3.44329834,Ogun,NA
Ore Oluwa Clinic and Maternity Home,NA,Primary,Unknown,6.773925781,3.421875,Ogun,NA
Oluwaseyi Clinic and Maternity Home,NA,Primary,Private,6.741882325,3.419677734,Ogun,NA
Adadat Medical Center,NA,Primary,Private,6.731872559,3.429077148,Ogun,NA
Adeline Clinic and Maternity Home,NA,Primary,Public,6.88349,3.01998,Ogun,NA
Daniel Emmer Hom Clinic and Maternity,NA,Primary,Public,6.77064,3.42289,Ogun,NA
Amazing Grace Clinic,NA,Primary,Public,7.13197,3.33274,Ogun,NA
Ibukun Maternity Home,NA,Primary,Public,6.68912,2.85227,Ogun,NA
Oluwalose Clinic and Maternity,NA,Primary,Public,6.79952,3.44206,Ogun,NA
Olusanya Agosi Clinic and Maternity,NA,Primary,Public,6.68091,3.42051,Ogun,NA
Area Community Primary Health Centre,NA,Primary,Public,6.69029717973,2.99878306553,Ogun,NA
Erinja Health Center,NA,Primary,Public,6.74912,3.00406,Ogun,NA
Asiak Obufa Health Center,NA,Primary,Public,4.55776052734,8.28292355469,Akwa Ibom,NA
Sundu Health Clinic,NA,Primary,Public,11.1807867798,7.65490439779,Kaduna,NA
Magajin Gari 11 Health Clinic,NA,Primary,Public,10.0847656058,7.36980006311,Kaduna,NA
Itakete Primary Health Center,NA,Primary,Public,8.15789795,5.810302734,Kogi,NA
Mothers Pride Hospital Limited,NA,Primary,Private,6.667716667,3.593338333,Lagos,NA
Toseke Hospital,NA,Primary,Unknown,7.369323731,3.893310547,Oyo,NA
Aliamudulilahi Maternity,NA,Primary,Unknown,7.382080078,3.887878418,Oyo,NA
Abogunde Health Post,NA,Primary,Unknown,8.222106934,4.255493164,Oyo,NA
Blue Cross Clinic and Maternity,NA,Primary,Unknown,8.125671387,4.262695313,Oyo,NA
Faith and Laboratory Clinic,NA,Primary,Private,8.826293945,4.977478027,Kwara,NA
Oyo State House Of Assembly Clinic,NA,Secondary,Unknown,7.408325196,3.909484863,Oyo,NA
Gbemisola Memorial Hospital,NA,Primary,Unknown,7.337707519,3.905273438,Oyo,NA
Modupe Hospital,NA,Primary,Unknown,7.39050293,3.909729004,Oyo,NA
St Joseph Medical Center,NA,Primary,Unknown,7.395324707,3.883300782,Oyo,NA
Jesus Power Clinic,NA,Primary,Unknown,7.356689453,3.898071289,Oyo,NA
Atoyebi Jubili Hospital,NA,Primary,Unknown,8.845092773,3.756103516,Oyo,NA
Market Venue Clinic,NA,Primary,Private,8.829101563,4.979675293,Kwara,NA
Yahayas Clinic,NA,Primary,Private,9.472290039,3.182678223,Kwara,NA
Chukwus Clinic,NA,Primary,Private,9.469299316,3.183471679,Kwara,NA
Alaanu Clinic and Maternity,NA,Primary,Private,9.632324219,3.289672852,Kwara,NA
Nafisats Clinic,NA,Primary,Private,9.465881348,3.184692383,Kwara,NA
Yanbereku Lg Health Clinic,NA,Primary,Public,9.084716797,3.127685547,Kwara,NA
Ajibola Memorial Clinic,NA,Primary,Private,9.315124512,3.672729492,Kwara,NA
Oluwasogo Clinic,NA,Primary,Private,9.719116211,3.746276855,Kwara,NA
Gure Ecwa Clinic,NA,Primary,Private,9.627075195,3.293090821,Kwara,NA
Babana Health Post,NA,Primary,Public,9.050109863,3.652893066,Kwara,NA
Aiyetoro Oja Primary Health Care,NA,Primary,Public,8.687683105,4.7243042,Kwara,NA
Onikoko Health Post,NA,Primary,Public,8.639892578,4.736328125,Kwara,NA
Todo Health Post,NA,Primary,Public,8.954284668,5.235900879,Kwara,NA
Kpashafu Primary Health Center,NA,Primary,Public,9.002075196,5.241699218,Kwara,NA
Victory A Maternity,NA,Primary,Unknown,8.132324219,4.23651123,Oyo,NA
Buro Clinic,NA,Primary,Private,8.906921387,3.123291016,Kwara,NA
Dogere Health Clinic,NA,Primary,Public,8.917480469,3.075073242,Kwara,NA
Marvellous Bukuro Clinic,NA,Primary,Private,8.865112304,2.773681641,Kwara,NA
St Francis Kpawolu Okuta Clinic and Maternity,NA,Primary,Private,9.200683594,3.210693359,Kwara,NA
Bagada Kana Clinic and Maternity,NA,Primary,Private,9.601074218,3.941101075,Kwara,NA
Gona Clinic,NA,Primary,Private,9.211486816,3.200317382,Kwara,NA
Yaro Memorial Clinic,NA,Primary,Private,9.215698242,3.197509766,Kwara,NA
Gbongboru Health Post,NA,Primary,Public,8.902526855,3.036499023,Kwara,NA
Lealeaworo Health Post,NA,Primary,Public,8.982299804,5.005920411,Kwara,NA
Elebu Hospital,NA,Primary,Public,8.82534,4.75969,Kwara,NA
Ndamaraki Health Center,NA,Primary,Public,8.85437706178,5.42267460592,Kwara,NA
Tuka Local Government Health Clinic,NA,Primary,Public,9.31924,3.48701,Kwara,NA
Ide Primary Health Care,NA,Primary,Public,8.16882,6.01734,Kogi,NA
Dhu Fsp Isanlu Clinic,NA,Primary,Public,8.27855,5.83362,Kogi,NA
Ndabata Health Post,NA,Primary,Public,9.05377,5.02471,Kwara,NA
Local Government Ayo Clinic,NA,Primary,Public,8.91945,3.21617,Kwara,NA
Edu General Hospital,NA,Secondary,Public,8.84972,5.40926,Kwara,NA
Mak Mercy Hospital,NA,Primary,Private,7.672475,3.1871567,Oyo,NA
Abike Mercy Land Hospital,NA,Primary,Private,7.68385465273,3.17325449908,Oyo,NA
The Pizzazz Hospital,NA,Primary,Private,7.33350050654,3.87421745969,Oyo,NA
Tosin Medical Center,NA,Primary,Private,7.374476667,3.89401,Oyo,NA
Fountain Hospital,NA,Primary,Private,7.39450631973,3.91693283208,Oyo,NA
B H C Health Centre,NA,Primary,Unknown,9.05597931607,2.93687821964,Kwara,NA
Gods Favour Igosun Hospital,NA,Primary,Unknown,7.38974,3.90752,Oyo,NA
University College Orita Mefa Hospital,NA,Primary,Unknown,7.40126,3.90226,Oyo,NA
Imodi Primary Health Care Center,NA,Primary,Public,8.74063143927,3.72160275604,Oyo,NA
Eu Primary Health Center,NA,Primary,Public,8.15297489221,5.80535266861,Kogi,NA
Ojuwo Ekele Primary Health Center,NA,Primary,Public,7.570588291,7.747491742,Benue,NA
School Of Nursing Umulogho,NA,Primary,Unknown,5.57098,7.36635,Imo,NA
Ubiegbe Primary Health Center,NA,Primary,Public,7.111667,6.731797,Kogi,NA
Ago Primary Health Center,NA,Primary,Public,7.199707032,7.524475098,Kogi,NA
Iko Ojo Health Post Clinic,NA,Primary,Public,7.691894531,6.979675293,Kogi,NA
Abune Clinic and Maternity,NA,Primary,Private,7.307678223,7.699279785,Kogi,NA
Adija and Orphanage Maternity Clinic,NA,Primary,Public,7.1099,6.74718,Kogi,NA
Allaokwete Primary Health Center,NA,Primary,Public,7.095185,6.72671,Kogi,NA
Bass Primary Health Center,NA,Primary,Public,8.072125,6.811345,Kogi,NA
Eledjo Clinic,NA,Primary,Public,7.41163,6.90841,Kogi,NA
Oniyeka Model Primary Health Clinic,NA,Primary,Public,7.58776,6.21237,Kogi,NA
Ganja Primary Health Care,NA,Primary,Public,7.73902,6.74631,Kogi,NA
Ash Shefau Maternity and Clinic Home,NA,Primary,Private,7.122680664,6.741699219,Kogi,NA
School Of Nursing and Midwife Ituk Mbang,NA,Primary,Unknown,4.91985,8.03984,Akwa Ibom,NA
Kpata Health Post,NA,Primary,Public,7.77393228669,6.73920181849,Kogi,NA
Freedom Hospital,NA,Primary,Private,7.554504394,6.239074707,Kogi,NA
St Joseph Catholic Hospital,NA,Primary,Private,7.555480957,6.239501953,Kogi,NA
Lafia Karaworo Clinic,NA,Primary,Private,7.553283691,6.243713378,Kogi,NA
Ovayi Maternity Home,NA,Primary,Private,7.55871582,6.227905274,Kogi,NA
Concord Gadumo Maternity Clinic,NA,Primary,Private,7.781494141,6.740112305,Kogi,NA
Oko Ikeke Primary Health Center,NA,Primary,Public,7.117126465,6.788879395,Kogi,NA
Agbajo Primary Health Center,NA,Primary,Public,7.676513671,6.974121094,Kogi,NA
Offa Primary Health Center,NA,Primary,Public,7.194091797,7.595520019,Kogi,NA
Aringewu Primary Health Center,NA,Primary,Public,7.156127929,7.603881836,Kogi,NA
Ikaduna Health Post,NA,Primary,Public,7.662475586,7.739501953,Kogi,NA
Kinami Tiffin Primary Health Clinic,NA,Primary,Public,8.680480957,6.33392334,Kogi,NA
Ajekeyi Primary Health Center,NA,Primary,Public,7.692536292,6.996075666,Kogi,NA
Chekene Primary Health Center,NA,Primary,Public,7.047485352,6.694091797,Kogi,NA
Lgbo Bunu Primary Health Center,NA,Primary,Public,8.082702637,6.130493164,Kogi,NA
Mercy Okpanachi Health Post,NA,Primary,Public,7.20962,7.50403,Kogi,NA
Jni Nursing House,NA,Primary,Public,6.09929,7.0435,Anambra,NA
Edegaki Primary Health Center,NA,Primary,Public,8.05335649715,6.78419478751,Kogi,NA
Deoransoni Ogidi Clinic,NA,Primary,Public,7.75926,6.024,Kogi,NA
Asuva Clinic,NA,Primary,Public,7.58272,6.26065,Kogi,NA
Maranatha Hope Monami Clinic,NA,Primary,Public,7.11072,6.75006,Kogi,NA
Ikojo Itobe Clinic,NA,Primary,Public,7.42682,6.72918,Kogi,NA
Eche Ofun Clinic,NA,Primary,Public,7.13233,7.62914,Kogi,NA
Okete Primary Health Center,NA,Primary,Public,7.69735950303,7.10529975806,Kogi,NA
Bunu Primary Health Center,NA,Primary,Public,8.14469,6.10895,Kogi,NA
Ileteju Origa Primary Health Care Clinic,NA,Primary,Public,7.75476,6.01057,Kogi,NA
Ebiya Primary Health Center,NA,Primary,Public,7.52239,6.40854,Kogi,NA
Ileteju Primary Health Center,NA,Primary,Public,7.45817,6.17517,Kogi,NA
Ozavive Maternity and Clinic,NA,Primary,Public,7.57332,6.171,Kogi,NA
Apa Primary Health Care,NA,Primary,Public,7.12341,6.73953,Kogi,NA
Hq Primary Health Center,NA,Primary,Public,7.81908,6.74475,Kogi,NA
Buoton Cottage Hospital,NA,Secondary,Public,7.77896,6.7416,Kogi,NA
Ette Basic Health Center,NA,Primary,Public,7.93613,6.86541,Kogi,NA
Kekere Primary Health Clinic,NA,Primary,Public,8.0769,6.80866,Kogi,NA
Acheka Clinic,NA,Primary,Public,7.56132,7.62581,Kogi,NA
Akpakpa Primary Health Center,NA,Primary,Public,7.20863,7.62013,Kogi,NA
Ojagadagala Primary Health Center,NA,Primary,Public,7.29932,7.69088,Kogi,NA
Abo Ojikpadala 2 Primary Health Care,NA,Primary,Public,7.32133,7.66729,Kogi,NA
Ukpakele Primary Health Care,NA,Primary,Public,7.02872,6.71177,Kogi,NA
Okunchi School Clinic,NA,Primary,Public,7.56616,6.22214,Kogi,NA
Olokwu Primary Health Center,NA,Primary,Public,7.64867579558,7.61895148382,Kogi,NA
Eika Ohizenyi Basic Health Center,NA,Primary,Public,7.58392334,6.267883301,Kogi,NA
Igbooro Primary Health Center,NA,Primary,Public,8.147631,4.721771,Kwara,NA
Okeogun Agba Health Center,NA,Primary,Public,8.4394,4.60496,Kwara,NA
Epid Unit Kwtblcp Clinic,NA,Primary,Private,8.486083984,4.579711914,Kwara,NA
Dada Okelele Specialist Hospital,NA,Tertiary,Unknown,8.5346,4.5346,Kwara,NA
Life Fount Clinic,NA,Primary,Private,8.519470215,4.577880859,Kwara,NA
Rolakim Clinic and Maternity,NA,Primary,Public,8.15972,4.711,Kwara,NA
Ijagbo Cottage Hospital,NA,Secondary,Public,8.1796,4.7392,Kwara,NA
Ilorin Hospital Maternity,NA,Primary,Unknown,8.49343,4.56668,Kwara,NA
Fate Health Center,NA,Primary,Unknown,8.49465,4.59576,Kwara,NA
Babadudu Health Center,NA,Primary,Public,8.5360102,4.6388286,Kwara,NA
Aran Orin Comprehensive Health Center,NA,Primary,Public,8.109295,5.0917886,Kwara,NA
Ora Igbomina Comprehensive Health Center,NA,Primary,Public,8.043273926,5.058288575,Kwara,NA
Ansar Ud Deen School Clinic,NA,Primary,Unknown,8.150085449,4.714721679,Kwara,NA
Old School Of Nursing,NA,Tertiary,Public,6.0323533,7.761415,Ebonyi,NA
Adesoye College Medical Center,NA,Primary,Private,8.14831543,4.741882324,Kwara,NA
Iyeru Okin Maternity Home,NA,Primary,Public,8.137878418,4.72290039,Kwara,NA
Ilorin Comprehensive Health Cen,NA,Primary,Public,8.524475097,4.552917481,Kwara,NA
Awoli Health Center,NA,Primary,Public,8.48830921951,4.56916881753,Kwara,NA
Amilegbe Immunization Clinic,NA,Primary,Public,8.492956,4.56553,Kwara,NA
Tanke Primary Health Center,NA,Primary,Public,8.45450890837,4.58007381762,Kwara,NA
Ero Omo Basic Health Center,NA,Primary,Public,8.51650283334,4.57856409115,Kwara,NA
Erinmope Health Center,NA,Primary,Public,8.0913720177,5.08575963585,Kwara,NA
Adabata Basic Health Center,NA,Primary,Public,8.493530274,4.538696289,Kwara,NA
Heirs Specialist Hospital and Diagnostic Centre,NA,Tertiary,Private,7.80275833333,5.33455,Ekiti,NA
Moremi School Clinic,NA,Primary,Unknown,8.132873535,4.732299805,Kwara,NA
Rehboth Nursing Child Welfare Clinic,NA,Primary,Unknown,7.533081055,3.42590332,Oyo,NA
Rlpha Specialist Hospital Urololgy Centre,NA,Tertiary,Private,6.47874666667,7.49402833333,Enugu,NA
Barr Mrs Gboye C Gana Clinic,NA,Primary,Private,8.528503418,4.592712402,Kwara,NA
Acc School Clinic,NA,Primary,Unknown,8.1428833,4.71069336,Kwara,NA
Offa Local Government Clinic,NA,Primary,Public,8.150878907,4.705078125,Kwara,NA
Garialimi Hospital,NA,Primary,Private,8.463317871,4.521728516,Kwara,NA
Alafia Hospital,NA,Primary,Private,8.446716308,4.579528809,Kwara,NA
Olufolarine Okoro Memorial Hospital,NA,Primary,Private,8.484680176,4.531921387,Kwara,NA
Zango Government House Clinic,NA,Secondary,Public,8.47869873,4.579711914,Kwara,NA
Cantonment Medical Health Centre,NA,Primary,Public,6.66218,8.802511667,Cross River,NA
Maya Health Post,NA,Primary,Public,8.530090332,4.638488769,Kwara,NA
Ago Health Center,NA,Primary,Public,8.493286133,4.551086426,Kwara,NA
National Programme On Immunization,NA,Primary,Public,8.153320312,4.715515137,Kwara,NA
22 Brigade Sobi Cantonment Medical Center,NA,Secondary,Unknown,8.561279297,4.553894043,Kwara,NA
Ward 3 Health Clinic,NA,Primary,Public,8.728271484,5.754272461,Kwara,NA
Gbafu Primary Health Care,NA,Primary,Public,8.744873047,5.957275391,Kwara,NA
Egwamama Primary Health Center,NA,Primary,Public,8.716308594,5.930297851,Kwara,NA
Fey Primary Health Center,NA,Primary,Public,8.71472168,5.921508789,Kwara,NA
Itoikin Primary Care Centers,NA,Primary,Public,6.6567563,3.7945212,Lagos,NA
Nursing Village Camp Clinic,NA,Primary,Public,11.83188,13.11913,Borno,NA
Kwara State Ministry Of Staff Health Clinic,NA,Secondary,Public,8.496704102,4.59552002,Kwara,NA
Kulende Housing Estate Health Center,NA,Primary,Public,8.516723633,4.587890625,Kwara,NA
Omolayo Nursing Home Clinic,NA,Primary,Unknown,8.755126953,4.134277344,Oyo,NA
Mission Ecwa Health Clinic,NA,Primary,Private,8.72290039,5.758728028,Kwara,NA
Odo Wa Health Center,NA,Primary,Public,8.08108779332,5.2184497276,Kwara,NA
Efubaruwa Primary Health Center,NA,Primary,Public,8.728515625,5.758117676,Kwara,NA
Ola Olu Hospital,NA,Primary,Public,8.46974,4.56793,Kwara,NA
School Of Nursing Anambra State University Teaching Hospital,NA,Tertiary,Public,6.144101667,6.845758333,Anambra,NA
Sabo Oke Medical Center,NA,Primary,Public,8.49226,4.7104,Kwara,NA
Ope Oluwa Clinic and Maternity,NA,Primary,Public,8.53258,4.60725,Kwara,NA
Ife Olu Gaa Clinic and Maternity,NA,Primary,Public,8.46441,4.45829,Kwara,NA
Rccg Jesus Maternity,NA,Primary,Public,8.13167,4.72437,Kwara,NA
Nana Aishat Clinic and Maternity,NA,Primary,Public,8.16125,4.70307,Kwara,NA
Aliklas Clinic,NA,Primary,Public,8.135,4.71606,Kwara,NA
Fogo Foke Sabo Oke Ilorin Hospital,NA,Primary,Public,8.49127,4.56758,Kwara,NA
Tim Hospital,NA,Primary,Public,8.49418,4.571,Kwara,NA
Nigerian Bottling Company Clinic,NA,Primary,Public,8.47224,4.56057,Kwara,NA
Ireti Clinic and Maternity,NA,Primary,Public,8.4769,4.5614,Kwara,NA
Ojotayo Hospital,NA,Primary,Public,8.48037,4.55579,Kwara,NA
Olalomi Offa Hospital,NA,Primary,Public,8.14695,4.70941,Kwara,NA
Olorunsogo Clinic,NA,Primary,Public,8.15836,4.70892,Kwara,NA
St Cyprian Catholic Clinic and Maternity,NA,Primary,Public,8.14739,4.72399,Kwara,NA
Iretiayo Maternity and Clinic,NA,Primary,Public,8.16075,4.73239,Kwara,NA
Majesty Clinic and Maternity,NA,Primary,Public,8.14308,4.72046,Kwara,NA
Oluwaseyi Fate Maternity Home,NA,Primary,Public,8.1733,4.72342,Kwara,NA
Oko Medical Center,NA,Primary,Public,8.15285,5.17676,Kwara,NA
Dagayari Health Post,NA,Primary,Public,11.5369125696,10.541498142,Bauchi,NA
Ela Hospital,NA,Primary,Public,8.50274,4.59613,Kwara,NA
Group Medical Center,NA,Primary,Public,8.48433,4.60551,Kwara,NA
Anchor Ilorin Medical Hospital,NA,Primary,Public,8.48313,4.60196,Kwara,NA
New Merit Hospital,NA,Primary,Public,8.6783,5.75757,Kwara,NA
Lga Staff Clinic,NA,Secondary,Public,8.14535,5.0983,Kwara,NA
